Timestamp,Source_IP,Destination_IP,Protocol,Activity,Threat_Type,Severity,Status,Label
5/1/2026 23:38,172.27.209.53,172.16.142.220,UDP,High request rate,ARP Spoofing,Medium,Monitored,Suspicious
4/9/2026 3:59,172.22.128.172,10.238.183.139,HTTP,Unauthorized access,DDoS,High,Blocked,Suspicious
3/30/2026 15:36,192.168.217.232,10.140.182.230,TCP,High request rate,DDoS,Medium,Blocked,Suspicious
2/26/2026 11:49,172.22.65.192,172.29.167.106,UDP,Connection retry,Phishing,High,Blocked,Suspicious
1/22/2026 18:53,10.193.86.190,192.168.95.178,DNS,Normal traffic,Malware Activity,Low,Detected,Normal
3/10/2026 12:51,172.18.250.110,10.177.178.10,DNS,Regular communication,Malware Activity,High,Blocked,Suspicious
1/24/2026 23:12,192.168.109.129,172.22.76.84,UDP,Unauthorized access,Malware Activity,Medium,Blocked,Normal
3/6/2026 10:14,10.94.108.252,192.168.19.147,TCP,Normal traffic,Brute Force,Medium,Detected,Normal
3/22/2026 10:46,10.20.62.190,172.19.249.48,HTTP,Suspicious packet flow,Brute Force,High,Blocked,Suspicious
1/20/2026 7:41,192.168.96.89,172.27.37.115,UDP,Abnormal lookup,Brute Force,Low,Detected,Suspicious
4/25/2026 4:57,10.238.86.239,172.31.45.74,UDP,Suspicious packet flow,Malware Activity,Medium,Detected,Suspicious
4/11/2026 6:17,10.164.102.86,192.168.22.159,HTTP,Abnormal lookup,DNS Poisoning,High,Blocked,Suspicious
4/7/2026 20:48,10.160.67.204,10.104.229.240,DNS,Repeated requests,DNS Poisoning,Medium,Monitored,Suspicious
1/9/2026 20:00,172.17.58.90,172.23.137.60,UDP,Regular communication,Brute Force,Medium,Blocked,Suspicious
1/18/2026 23:26,192.168.120.119,10.197.179.24,TCP,Suspicious packet flow,Brute Force,Low,Detected,Normal
4/11/2026 10:32,10.41.116.96,192.168.6.235,HTTP,Normal traffic,Malware Activity,High,Detected,Normal
1/27/2026 14:34,192.168.50.136,172.16.79.60,UDP,Normal traffic,Phishing,Medium,Blocked,Suspicious
2/24/2026 16:06,10.93.165.81,172.26.90.16,ARP,Regular communication,ARP Spoofing,Low,Detected,Normal
1/14/2026 6:56,10.115.25.164,192.168.253.14,DNS,Unauthorized access,DNS Poisoning,Medium,Monitored,Normal
4/17/2026 10:05,172.20.220.141,192.168.104.48,UDP,Abnormal lookup,Brute Force,High,Blocked,Suspicious
5/2/2026 19:12,172.28.30.229,10.188.213.163,ARP,Suspicious packet flow,DNS Poisoning,Medium,Detected,Normal
3/13/2026 1:04,10.210.70.145,192.168.104.144,DNS,Unauthorized access,ARP Spoofing,High,Monitored,Normal
4/5/2026 13:57,172.30.232.219,172.23.213.35,ARP,Connection retry,ARP Spoofing,High,Blocked,Suspicious
5/6/2026 0:43,172.19.25.126,192.168.228.98,DNS,High request rate,DNS Poisoning,Medium,Monitored,Normal
1/2/2026 18:59,10.12.126.141,192.168.246.220,HTTP,Suspicious packet flow,DDoS,Low,Monitored,Suspicious
1/22/2026 16:13,172.18.173.91,192.168.240.86,HTTP,Regular communication,Brute Force,Low,Detected,Suspicious
1/7/2026 4:27,10.135.212.1,172.29.158.89,HTTP,Suspicious packet flow,Malware Activity,High,Monitored,Normal
1/1/2026 19:28,172.28.118.253,192.168.44.128,HTTP,Suspicious packet flow,SQL Injection,High,Detected,Normal
3/31/2026 23:33,192.168.196.217,192.168.214.134,UDP,Suspicious packet flow,Brute Force,High,Monitored,Suspicious
5/4/2026 3:05,10.128.190.144,192.168.202.18,ARP,Connection retry,SQL Injection,Low,Monitored,Suspicious
1/9/2026 18:03,10.231.104.212,10.42.188.154,DNS,Suspicious packet flow,Brute Force,Low,Monitored,Normal
4/17/2026 1:19,172.31.113.125,192.168.11.7,UDP,Connection retry,DDoS,Medium,Detected,Normal
3/20/2026 11:41,10.228.226.20,172.29.181.1,TCP,Regular communication,DNS Poisoning,Low,Monitored,Suspicious
3/7/2026 5:53,192.168.189.115,172.23.206.118,DNS,Repeated requests,Phishing,Medium,Blocked,Suspicious
4/30/2026 6:49,192.168.92.160,10.20.99.204,DNS,Regular communication,SQL Injection,Low,Monitored,Suspicious
1/29/2026 10:10,10.177.5.87,192.168.52.110,HTTP,Unauthorized access,Malware Activity,Low,Blocked,Normal
2/4/2026 17:13,192.168.75.227,10.56.206.207,DNS,Suspicious packet flow,Brute Force,High,Monitored,Normal
3/31/2026 7:50,172.30.0.52,192.168.212.121,UDP,Repeated requests,DDoS,Medium,Monitored,Normal
3/17/2026 7:59,172.21.43.44,10.37.48.114,ARP,Abnormal lookup,Brute Force,Low,Blocked,Normal
2/14/2026 10:24,10.221.83.228,172.19.252.190,DNS,High request rate,Malware Activity,Medium,Blocked,Suspicious
2/11/2026 8:54,172.30.76.211,10.160.203.169,ARP,Abnormal lookup,DNS Poisoning,Low,Monitored,Normal
1/28/2026 18:09,10.43.70.22,192.168.208.232,TCP,Connection retry,DNS Poisoning,Medium,Blocked,Suspicious
3/3/2026 11:04,10.156.121.159,192.168.195.51,DNS,Regular communication,DDoS,Medium,Detected,Suspicious
3/31/2026 7:58,192.168.24.171,172.17.122.129,ARP,Abnormal lookup,Brute Force,Medium,Blocked,Normal
1/12/2026 14:08,172.29.58.163,192.168.153.9,TCP,Normal traffic,DDoS,Low,Monitored,Normal
3/21/2026 7:34,172.27.133.244,192.168.103.156,DNS,Normal traffic,DDoS,High,Blocked,Normal
4/10/2026 21:56,172.17.146.47,10.216.169.69,DNS,Regular communication,Phishing,Medium,Detected,Suspicious
3/6/2026 3:31,192.168.232.32,192.168.117.2,ARP,Abnormal lookup,DNS Poisoning,Low,Monitored,Normal
2/8/2026 19:25,10.247.41.182,172.23.121.12,ARP,Repeated requests,DNS Poisoning,Low,Detected,Suspicious
1/5/2026 16:32,172.16.242.78,192.168.165.205,ARP,Regular communication,DDoS,Low,Detected,Normal
3/8/2026 8:08,192.168.61.122,172.25.155.109,DNS,High request rate,SQL Injection,Medium,Blocked,Normal
4/6/2026 2:54,192.168.170.190,10.238.233.220,DNS,Repeated requests,DNS Poisoning,High,Monitored,Normal
3/17/2026 4:12,192.168.73.30,172.21.253.48,DNS,Normal traffic,Brute Force,High,Detected,Suspicious
1/6/2026 9:03,192.168.215.255,172.17.64.108,DNS,Regular communication,Brute Force,High,Blocked,Suspicious
4/12/2026 6:14,192.168.59.54,172.24.236.118,DNS,Suspicious packet flow,Brute Force,High,Detected,Normal
1/4/2026 3:49,10.69.71.109,192.168.128.73,UDP,Suspicious packet flow,Malware Activity,Medium,Blocked,Suspicious
1/12/2026 15:56,192.168.186.134,172.20.98.87,ARP,Abnormal lookup,Malware Activity,Medium,Monitored,Normal
3/21/2026 12:20,10.193.233.16,172.19.222.203,UDP,Connection retry,DNS Poisoning,Low,Monitored,Suspicious
3/7/2026 4:31,10.103.156.252,192.168.235.73,ARP,Regular communication,DNS Poisoning,Medium,Detected,Normal
2/4/2026 9:49,10.86.153.72,192.168.21.205,TCP,High request rate,Brute Force,Medium,Blocked,Suspicious
3/7/2026 13:19,172.28.130.40,172.29.213.134,DNS,Unauthorized access,Phishing,Low,Blocked,Normal
1/2/2026 15:45,192.168.1.106,172.29.24.111,HTTP,Regular communication,DDoS,High,Monitored,Suspicious
3/20/2026 21:41,10.71.107.187,10.54.5.71,UDP,Repeated requests,ARP Spoofing,Low,Blocked,Suspicious
3/12/2026 0:47,192.168.71.89,192.168.19.127,ARP,Unauthorized access,Phishing,High,Monitored,Suspicious
3/19/2026 10:22,10.220.179.232,192.168.41.36,TCP,Repeated requests,Phishing,Low,Blocked,Suspicious
1/4/2026 16:20,172.21.162.113,192.168.1.164,ARP,Suspicious packet flow,SQL Injection,Low,Blocked,Suspicious
3/18/2026 14:40,172.29.87.229,192.168.7.24,DNS,Abnormal lookup,SQL Injection,High,Monitored,Suspicious
4/26/2026 3:37,10.35.112.215,192.168.119.53,UDP,High request rate,SQL Injection,Medium,Detected,Suspicious
4/23/2026 8:07,10.173.99.32,172.22.186.34,TCP,Abnormal lookup,DDoS,Medium,Monitored,Normal
1/31/2026 7:26,10.129.81.71,192.168.237.90,HTTP,Normal traffic,DDoS,Medium,Monitored,Normal
4/26/2026 6:39,10.217.140.229,10.253.158.219,TCP,High request rate,DNS Poisoning,Low,Blocked,Suspicious
3/22/2026 13:42,192.168.72.5,192.168.23.87,DNS,Suspicious packet flow,Brute Force,Medium,Monitored,Suspicious
3/22/2026 3:07,172.27.160.90,172.28.119.199,ARP,Connection retry,Phishing,High,Monitored,Normal
2/1/2026 17:14,192.168.253.21,10.40.75.78,DNS,Connection retry,Phishing,High,Detected,Normal
3/22/2026 12:36,172.26.217.220,172.27.99.229,TCP,Suspicious packet flow,DNS Poisoning,Low,Detected,Normal
1/3/2026 17:42,172.19.62.50,10.72.190.49,ARP,Unauthorized access,Brute Force,Medium,Detected,Suspicious
3/25/2026 4:15,172.18.20.39,192.168.155.237,HTTP,Normal traffic,Brute Force,Low,Monitored,Suspicious
3/19/2026 4:21,172.26.56.239,10.2.155.236,DNS,Suspicious packet flow,Phishing,High,Blocked,Suspicious
2/23/2026 6:27,10.135.58.239,192.168.183.211,TCP,High request rate,Phishing,Medium,Blocked,Suspicious
3/15/2026 12:27,172.25.209.119,172.21.95.110,TCP,Suspicious packet flow,DDoS,Medium,Blocked,Suspicious
3/28/2026 16:12,10.61.233.4,192.168.245.118,TCP,Abnormal lookup,DNS Poisoning,Low,Blocked,Normal
2/22/2026 8:52,10.244.53.46,192.168.108.86,HTTP,Normal traffic,Malware Activity,High,Blocked,Suspicious
2/24/2026 4:30,10.84.183.6,192.168.112.164,TCP,High request rate,DNS Poisoning,Low,Monitored,Normal
3/24/2026 14:47,192.168.191.124,10.88.214.219,ARP,Regular communication,Malware Activity,High,Detected,Suspicious
3/19/2026 22:50,172.17.92.201,10.236.96.137,UDP,Normal traffic,ARP Spoofing,Low,Detected,Normal
1/9/2026 21:05,172.29.229.75,10.251.122.249,HTTP,Connection retry,ARP Spoofing,Medium,Detected,Normal
5/1/2026 16:56,172.31.189.214,172.19.107.208,DNS,Unauthorized access,Phishing,Medium,Detected,Normal
4/7/2026 12:06,192.168.45.180,192.168.231.5,TCP,Regular communication,DNS Poisoning,Low,Monitored,Suspicious
1/9/2026 0:58,192.168.211.67,172.25.155.104,DNS,Regular communication,ARP Spoofing,Medium,Detected,Suspicious
2/23/2026 14:05,10.19.7.76,192.168.226.8,ARP,Connection retry,SQL Injection,Low,Detected,Suspicious
3/26/2026 9:22,172.31.233.242,172.22.205.174,DNS,Suspicious packet flow,SQL Injection,Low,Monitored,Normal
3/25/2026 10:59,192.168.114.28,192.168.95.29,HTTP,Connection retry,ARP Spoofing,High,Detected,Normal
1/8/2026 4:04,172.22.38.62,192.168.90.214,HTTP,Regular communication,SQL Injection,Medium,Monitored,Suspicious
3/25/2026 17:31,10.198.2.188,172.17.28.4,UDP,Abnormal lookup,Phishing,Medium,Detected,Suspicious
1/6/2026 17:19,172.30.233.67,172.25.26.9,ARP,Normal traffic,Phishing,Low,Detected,Normal
3/25/2026 2:21,192.168.69.130,10.63.89.34,DNS,Repeated requests,Phishing,Medium,Detected,Normal
1/24/2026 19:36,192.168.133.232,172.20.167.132,DNS,Unauthorized access,Brute Force,Medium,Blocked,Suspicious
3/8/2026 18:18,192.168.224.170,10.40.129.212,HTTP,Unauthorized access,DDoS,Low,Detected,Suspicious
1/15/2026 3:45,192.168.156.41,192.168.217.166,HTTP,Unauthorized access,Malware Activity,Low,Detected,Suspicious
3/3/2026 4:22,10.90.28.38,172.20.159.138,DNS,Normal traffic,Phishing,Low,Blocked,Suspicious
2/26/2026 12:07,172.28.188.94,10.157.163.190,HTTP,Abnormal lookup,DDoS,Medium,Detected,Suspicious
3/12/2026 0:03,10.204.117.246,172.16.62.26,ARP,High request rate,SQL Injection,Low,Detected,Normal
1/21/2026 19:36,192.168.105.193,192.168.252.91,ARP,Normal traffic,Malware Activity,Medium,Monitored,Suspicious
3/10/2026 16:39,192.168.14.234,172.18.230.168,HTTP,Normal traffic,DDoS,Low,Monitored,Suspicious
2/11/2026 22:30,10.212.151.228,192.168.250.56,TCP,Connection retry,Phishing,Low,Detected,Normal
2/27/2026 17:57,192.168.105.35,192.168.165.11,DNS,Connection retry,ARP Spoofing,Low,Monitored,Suspicious
3/16/2026 13:33,192.168.213.0,172.27.86.244,TCP,Regular communication,DDoS,Medium,Detected,Normal
2/13/2026 14:19,192.168.208.134,10.255.77.75,TCP,Unauthorized access,Phishing,Low,Monitored,Suspicious
1/11/2026 15:25,10.208.23.245,10.163.15.156,ARP,Abnormal lookup,Malware Activity,Low,Monitored,Suspicious
1/13/2026 10:08,192.168.148.23,172.17.98.251,DNS,Connection retry,ARP Spoofing,High,Monitored,Suspicious
2/2/2026 14:21,192.168.64.86,172.22.45.221,ARP,High request rate,DNS Poisoning,Medium,Detected,Suspicious
2/25/2026 4:07,172.21.112.118,10.80.212.6,DNS,Abnormal lookup,ARP Spoofing,High,Blocked,Normal
3/18/2026 19:21,172.22.118.220,192.168.1.43,HTTP,High request rate,ARP Spoofing,High,Monitored,Suspicious
2/27/2026 16:15,192.168.107.52,172.23.4.50,UDP,Regular communication,Brute Force,Low,Detected,Suspicious
4/29/2026 23:38,10.179.160.20,192.168.94.105,DNS,Abnormal lookup,Malware Activity,Medium,Detected,Suspicious
2/10/2026 3:00,10.230.207.81,172.21.118.72,ARP,Abnormal lookup,Malware Activity,Low,Detected,Suspicious
5/3/2026 15:52,192.168.46.174,192.168.96.5,TCP,Normal traffic,DDoS,Medium,Monitored,Suspicious
4/23/2026 5:52,10.215.73.2,10.178.74.124,UDP,Regular communication,ARP Spoofing,Medium,Monitored,Suspicious
4/24/2026 1:41,10.91.146.142,192.168.231.50,TCP,Connection retry,DDoS,Low,Monitored,Suspicious
3/31/2026 1:39,172.21.205.160,192.168.142.48,HTTP,High request rate,Brute Force,Medium,Detected,Suspicious
1/22/2026 16:56,10.138.15.191,192.168.162.55,HTTP,Unauthorized access,Malware Activity,Low,Monitored,Normal
4/3/2026 6:13,172.28.54.250,10.237.44.89,UDP,Connection retry,Brute Force,Low,Blocked,Suspicious
2/10/2026 18:44,192.168.217.11,10.196.67.153,UDP,Repeated requests,SQL Injection,Medium,Monitored,Suspicious
4/4/2026 11:51,172.19.108.128,10.38.184.6,HTTP,Unauthorized access,DDoS,High,Detected,Normal
4/22/2026 12:49,172.24.175.60,10.87.232.56,DNS,Repeated requests,DDoS,High,Blocked,Suspicious
4/1/2026 13:31,10.142.229.199,172.23.239.212,HTTP,Connection retry,SQL Injection,High,Detected,Normal
2/18/2026 20:28,192.168.87.31,192.168.129.205,ARP,Unauthorized access,DNS Poisoning,High,Detected,Normal
1/7/2026 0:40,192.168.109.25,10.130.35.248,ARP,Suspicious packet flow,DDoS,Medium,Monitored,Suspicious
1/14/2026 10:05,10.58.208.147,10.63.179.219,UDP,Repeated requests,DNS Poisoning,Medium,Blocked,Suspicious
2/28/2026 5:47,192.168.42.73,192.168.148.207,ARP,Repeated requests,Brute Force,Low,Detected,Normal
1/27/2026 23:12,172.18.182.206,172.24.139.218,HTTP,Regular communication,Phishing,Low,Detected,Normal
2/20/2026 9:51,172.27.181.167,172.26.12.33,TCP,Repeated requests,Malware Activity,Low,Detected,Normal
1/31/2026 16:46,10.153.5.226,172.24.252.195,ARP,Suspicious packet flow,Brute Force,Medium,Monitored,Suspicious
5/5/2026 17:12,192.168.175.23,192.168.209.61,DNS,Repeated requests,DDoS,Low,Detected,Suspicious
2/25/2026 13:20,10.69.236.74,10.118.86.47,UDP,Connection retry,DNS Poisoning,High,Monitored,Normal
1/1/2026 3:51,10.184.99.202,192.168.50.38,ARP,High request rate,ARP Spoofing,Medium,Detected,Normal
4/15/2026 5:21,192.168.149.123,192.168.20.105,TCP,Normal traffic,DNS Poisoning,High,Detected,Normal
4/28/2026 6:24,192.168.171.33,172.28.75.194,UDP,Repeated requests,Phishing,Low,Blocked,Normal
1/4/2026 17:22,192.168.227.175,172.16.66.96,UDP,Regular communication,Brute Force,Low,Detected,Normal
3/18/2026 22:30,10.30.160.101,172.17.246.32,TCP,Suspicious packet flow,Phishing,Low,Blocked,Normal
1/26/2026 1:05,172.22.78.108,172.30.157.96,ARP,Normal traffic,DDoS,High,Blocked,Normal
5/1/2026 10:57,172.25.93.142,192.168.42.122,ARP,Suspicious packet flow,Malware Activity,Medium,Detected,Normal
3/31/2026 20:58,172.20.61.28,192.168.195.53,ARP,Normal traffic,ARP Spoofing,Low,Blocked,Normal
5/2/2026 9:55,10.123.165.0,10.56.192.216,TCP,Repeated requests,ARP Spoofing,High,Detected,Suspicious
2/20/2026 19:00,172.26.30.236,172.23.22.65,HTTP,Abnormal lookup,Malware Activity,Low,Blocked,Suspicious
3/16/2026 21:47,192.168.131.229,192.168.33.114,TCP,High request rate,DNS Poisoning,Medium,Monitored,Suspicious
4/8/2026 9:32,172.31.138.253,172.30.49.199,TCP,Suspicious packet flow,Brute Force,Low,Detected,Normal
3/18/2026 7:14,10.17.30.74,192.168.86.140,ARP,Normal traffic,Phishing,Medium,Detected,Normal
2/18/2026 8:14,192.168.144.107,172.30.64.200,ARP,Unauthorized access,Malware Activity,High,Blocked,Suspicious
1/12/2026 14:00,172.26.55.203,10.208.46.114,HTTP,Regular communication,Malware Activity,Medium,Detected,Suspicious
2/9/2026 2:35,172.21.207.49,10.243.55.172,TCP,Regular communication,DDoS,Low,Detected,Suspicious
3/12/2026 15:55,172.16.156.120,192.168.182.59,TCP,Suspicious packet flow,DDoS,High,Blocked,Suspicious
1/22/2026 17:46,192.168.188.178,172.19.168.106,DNS,Normal traffic,Malware Activity,High,Blocked,Suspicious
2/1/2026 9:27,192.168.147.240,10.252.108.235,UDP,Normal traffic,Malware Activity,Medium,Blocked,Suspicious
4/10/2026 23:21,172.31.254.57,172.20.101.206,UDP,Abnormal lookup,Malware Activity,Low,Blocked,Normal
2/1/2026 2:10,192.168.243.186,172.25.254.68,HTTP,Abnormal lookup,Phishing,Low,Monitored,Normal
3/28/2026 0:26,172.24.104.222,10.61.224.12,TCP,Suspicious packet flow,Brute Force,Low,Blocked,Normal
2/7/2026 19:12,10.36.46.53,172.16.247.24,UDP,Regular communication,DNS Poisoning,Low,Monitored,Suspicious
3/30/2026 19:54,172.29.137.43,10.80.117.54,DNS,Repeated requests,DNS Poisoning,Low,Monitored,Suspicious
1/23/2026 4:32,192.168.152.197,10.49.9.141,HTTP,Connection retry,Phishing,High,Monitored,Normal
2/28/2026 13:58,192.168.210.139,192.168.153.249,UDP,High request rate,Phishing,Low,Detected,Suspicious
1/20/2026 12:15,10.122.26.161,10.226.148.102,HTTP,Repeated requests,Phishing,Low,Monitored,Normal
3/20/2026 5:31,10.168.91.79,172.27.47.209,TCP,Suspicious packet flow,Phishing,Medium,Blocked,Normal
3/12/2026 15:18,192.168.120.93,10.81.173.36,UDP,Regular communication,Brute Force,Medium,Detected,Normal
2/5/2026 0:53,10.162.32.105,192.168.135.233,DNS,High request rate,ARP Spoofing,Low,Monitored,Suspicious
1/2/2026 10:14,10.84.64.180,192.168.59.119,UDP,Suspicious packet flow,Brute Force,Low,Detected,Suspicious
4/9/2026 13:20,192.168.253.44,192.168.46.4,DNS,Connection retry,DNS Poisoning,Medium,Detected,Suspicious
1/28/2026 23:34,172.17.32.154,10.161.139.62,HTTP,Connection retry,ARP Spoofing,Low,Blocked,Suspicious
1/16/2026 7:05,10.135.128.148,172.22.5.35,UDP,Unauthorized access,DDoS,High,Monitored,Suspicious
4/30/2026 17:37,192.168.175.187,172.16.220.192,TCP,Regular communication,Malware Activity,Medium,Monitored,Suspicious
2/15/2026 12:25,172.27.27.138,10.59.130.32,HTTP,Regular communication,DNS Poisoning,Medium,Detected,Suspicious
3/16/2026 1:51,172.26.17.65,192.168.196.162,UDP,Connection retry,DNS Poisoning,Low,Detected,Normal
3/1/2026 17:54,10.29.7.200,10.244.143.230,HTTP,Connection retry,SQL Injection,High,Detected,Normal
3/26/2026 1:18,192.168.123.77,172.30.221.228,UDP,Suspicious packet flow,ARP Spoofing,Medium,Monitored,Suspicious
4/6/2026 11:16,192.168.116.144,10.251.52.79,UDP,Suspicious packet flow,Brute Force,Low,Monitored,Normal
1/4/2026 17:28,10.150.155.154,10.118.197.20,HTTP,Repeated requests,DDoS,Low,Blocked,Normal
4/11/2026 14:07,172.17.146.232,192.168.89.13,ARP,Normal traffic,Phishing,Low,Detected,Suspicious
1/14/2026 4:46,192.168.60.23,10.163.24.62,UDP,Unauthorized access,Brute Force,Low,Detected,Normal
3/19/2026 21:00,10.5.77.245,172.30.152.177,DNS,Abnormal lookup,SQL Injection,Medium,Detected,Normal
1/1/2026 22:15,172.30.82.178,10.102.8.54,ARP,Unauthorized access,Malware Activity,Low,Detected,Normal
3/2/2026 2:26,192.168.12.178,192.168.93.73,UDP,Connection retry,Brute Force,Medium,Blocked,Suspicious
4/6/2026 6:38,192.168.29.208,192.168.229.91,DNS,Repeated requests,DNS Poisoning,High,Blocked,Suspicious
3/19/2026 1:33,192.168.202.30,10.0.49.5,HTTP,Suspicious packet flow,Brute Force,Medium,Blocked,Normal
2/2/2026 2:05,192.168.72.158,192.168.28.86,UDP,Abnormal lookup,Malware Activity,Low,Blocked,Normal
2/2/2026 1:17,10.253.54.190,192.168.105.21,UDP,High request rate,Phishing,High,Blocked,Suspicious
1/12/2026 11:57,172.28.77.186,172.19.20.191,HTTP,Connection retry,DDoS,Medium,Monitored,Suspicious
5/5/2026 13:24,10.122.250.234,172.28.55.167,ARP,Normal traffic,Malware Activity,Low,Monitored,Suspicious
2/16/2026 19:44,192.168.67.162,172.31.211.143,ARP,Regular communication,DDoS,Medium,Blocked,Suspicious
4/21/2026 0:35,192.168.224.134,10.213.177.69,UDP,Connection retry,Brute Force,Low,Blocked,Suspicious
4/15/2026 9:56,192.168.176.222,172.27.132.120,ARP,Normal traffic,DDoS,Medium,Detected,Normal
1/19/2026 21:53,192.168.222.133,192.168.190.223,DNS,Connection retry,SQL Injection,High,Blocked,Normal
2/4/2026 5:59,10.139.201.206,192.168.231.27,ARP,Normal traffic,ARP Spoofing,Medium,Monitored,Suspicious
3/29/2026 2:49,192.168.95.228,192.168.48.41,TCP,Suspicious packet flow,Malware Activity,Medium,Detected,Normal
1/22/2026 16:37,172.18.29.214,172.28.245.139,DNS,Normal traffic,SQL Injection,Low,Detected,Normal
4/21/2026 7:32,172.30.1.157,172.30.77.128,DNS,Abnormal lookup,ARP Spoofing,Medium,Monitored,Normal
4/4/2026 11:16,10.21.53.225,10.39.185.114,UDP,Abnormal lookup,Brute Force,High,Monitored,Normal
3/5/2026 6:29,172.23.37.148,10.239.9.152,HTTP,Abnormal lookup,DDoS,Low,Blocked,Suspicious
3/1/2026 21:24,10.195.1.68,192.168.225.216,ARP,High request rate,Phishing,High,Blocked,Suspicious
3/23/2026 3:17,10.186.74.65,192.168.106.185,ARP,Repeated requests,ARP Spoofing,High,Monitored,Normal
1/20/2026 3:49,172.29.97.38,172.24.212.45,UDP,Repeated requests,Phishing,Low,Monitored,Suspicious
2/15/2026 13:25,172.21.222.18,192.168.193.116,ARP,High request rate,DDoS,Medium,Blocked,Suspicious
1/23/2026 7:05,172.29.219.42,172.24.161.144,DNS,Connection retry,Phishing,Low,Detected,Normal
2/5/2026 8:52,192.168.81.4,172.26.74.247,ARP,Normal traffic,DNS Poisoning,Medium,Monitored,Normal
4/15/2026 19:41,10.22.96.59,10.42.191.210,TCP,Normal traffic,Phishing,High,Detected,Suspicious
4/22/2026 9:27,172.18.70.74,10.136.67.169,DNS,Repeated requests,Malware Activity,Low,Monitored,Normal
4/25/2026 5:49,172.27.32.183,10.45.78.27,UDP,Repeated requests,ARP Spoofing,High,Monitored,Suspicious
2/20/2026 8:27,172.25.23.108,192.168.254.46,UDP,High request rate,Malware Activity,High,Detected,Normal
4/19/2026 0:26,10.54.17.75,192.168.243.158,DNS,Abnormal lookup,ARP Spoofing,High,Blocked,Normal
1/28/2026 23:50,192.168.232.203,172.22.248.253,TCP,Abnormal lookup,DDoS,Medium,Detected,Suspicious
1/29/2026 3:55,172.20.211.31,10.238.122.8,UDP,Normal traffic,Brute Force,Medium,Detected,Normal
3/2/2026 11:34,192.168.225.182,172.21.141.89,TCP,Suspicious packet flow,DNS Poisoning,High,Monitored,Suspicious
3/25/2026 2:13,172.21.89.110,192.168.154.153,ARP,High request rate,SQL Injection,Medium,Monitored,Normal
3/9/2026 11:29,10.152.24.252,172.16.27.111,UDP,Unauthorized access,DNS Poisoning,High,Detected,Normal
1/21/2026 6:29,172.22.35.30,10.120.140.146,DNS,Connection retry,SQL Injection,Medium,Blocked,Suspicious
3/30/2026 15:58,10.30.136.255,10.249.201.46,DNS,Repeated requests,SQL Injection,Low,Detected,Normal
1/12/2026 5:40,172.20.58.152,10.222.218.101,UDP,Normal traffic,Malware Activity,Medium,Detected,Suspicious
2/22/2026 15:57,172.19.167.22,172.18.234.154,ARP,Abnormal lookup,DNS Poisoning,Low,Monitored,Normal
3/23/2026 4:43,172.25.215.111,192.168.67.76,UDP,Normal traffic,SQL Injection,High,Monitored,Normal
4/12/2026 10:59,172.18.198.48,172.25.162.255,UDP,High request rate,DNS Poisoning,Low,Monitored,Suspicious
1/5/2026 18:41,172.22.132.176,172.30.29.174,HTTP,Suspicious packet flow,DDoS,High,Detected,Normal
2/3/2026 17:35,172.24.52.67,192.168.65.40,UDP,Unauthorized access,DNS Poisoning,High,Detected,Suspicious
5/2/2026 10:18,172.24.97.140,10.253.6.120,UDP,Regular communication,DNS Poisoning,Medium,Blocked,Suspicious
2/18/2026 12:13,172.24.177.88,10.134.134.95,UDP,Unauthorized access,DDoS,Medium,Detected,Suspicious
3/1/2026 10:27,172.31.255.134,172.20.158.192,TCP,Normal traffic,Phishing,High,Blocked,Normal
4/2/2026 7:34,172.17.212.224,10.236.195.245,UDP,Connection retry,SQL Injection,High,Blocked,Suspicious
3/21/2026 16:59,172.30.177.172,10.112.238.65,ARP,Regular communication,Phishing,Low,Monitored,Suspicious
1/16/2026 13:40,172.20.80.216,172.22.246.186,HTTP,High request rate,ARP Spoofing,High,Detected,Normal
3/13/2026 5:08,192.168.36.233,172.28.5.151,HTTP,High request rate,ARP Spoofing,High,Monitored,Normal
4/22/2026 6:37,192.168.134.155,10.223.183.231,TCP,Suspicious packet flow,ARP Spoofing,Medium,Monitored,Suspicious
2/4/2026 17:23,10.243.110.219,172.27.25.4,UDP,Connection retry,Malware Activity,Low,Monitored,Suspicious
1/2/2026 17:18,10.40.190.197,192.168.98.135,DNS,Regular communication,ARP Spoofing,High,Detected,Normal
4/20/2026 5:57,172.16.95.199,172.26.219.75,ARP,Unauthorized access,Phishing,Medium,Monitored,Normal
4/27/2026 16:14,192.168.190.186,10.128.30.223,DNS,Regular communication,SQL Injection,Medium,Blocked,Normal
3/26/2026 17:06,172.24.130.160,10.120.103.164,DNS,Normal traffic,ARP Spoofing,Medium,Blocked,Normal
4/4/2026 13:22,192.168.199.57,172.18.142.51,HTTP,Repeated requests,ARP Spoofing,High,Blocked,Suspicious
2/8/2026 7:19,192.168.195.192,192.168.253.157,ARP,Regular communication,DDoS,Low,Detected,Normal
1/30/2026 9:21,10.243.66.238,172.20.250.94,TCP,Abnormal lookup,Brute Force,High,Detected,Suspicious
3/24/2026 5:56,10.133.122.234,192.168.0.154,HTTP,Connection retry,SQL Injection,Low,Detected,Normal
1/30/2026 11:58,172.23.106.137,10.215.158.49,HTTP,Normal traffic,Brute Force,High,Detected,Suspicious
3/10/2026 6:33,10.61.119.200,10.231.27.200,DNS,High request rate,DDoS,High,Blocked,Normal
